row.names,Accession,MW.[kDa]
Q5NCF2,Q5NCF2,16.9
Q8C547,Q8C547,224.2
O54829,O54829,54.8
P97493,P97493,18.2
Q9QZN4,Q9QZN4,34.5
P21812,P21812,27.2
P52482,P52482,21.3
Q8C6I2,Q8C6I2,19.4
O70433,O70433,32.1
Q9CPW0,Q9CPW0,148.1
Q6ZWY8,Q6ZWY8,5
O08911,O08911,42
P47934,P47934,70.8
Q8R5H1,Q8R5H1,112.3
Q62422,Q62422,23.8
Q6NXI6,Q6NXI6,156.5
Q80V42,Q80V42,50.5
P09542,P09542,22.4
Q3UQN2,Q3UQN2,88.7
Q9CQQ8,Q9CQQ8,11.6
Q80VL1,Q80VL1,62.1
Q9JII5,Q9JII5,43.2
Q8BKE6,Q8BKE6,52.1
Q9QZ23,Q9QZ23,28.5
Q9Z1W9,Q9Z1W9,60.3
Q6A085,Q6A085,96
P47809,P47809,44.1
Q99JP6,Q99JP6,39.7
Q8BWR2,Q8BWR2,24.2
Q6PFR5,Q6PFR5,32.3
Q8BWU5,Q8BWU5,36.3
Q8QZY9,Q8QZY9,44.3
Q9JHE7,Q9JHE7,33.5
Q9CQX8,Q9CQX8,11.1
P62315,P62315,13.3
P61924,P61924,20.2
Q9ERR7,Q9ERR7,17.8
Q91Z61,Q91Z61,22.3
Q8C5L6,Q8C5L6,54.1
Q9ET26,Q9ET26,25.7
Q9QWY8,Q9QWY8,127.3
Q6P4S6,Q6P4S6,145.7
Q9ET47,Q9ET47,94.4
Q9R111,Q9R111,51
O70209,O70209,34.3
B9EJ86,B9EJ86,101.2
Q9WUA6,Q9WUA6,55.7
Q8R5F3,Q8R5F3,17.1
Q8BGV8,Q8BGV8,51.2
Q8CFS6,Q8CFS6,64.4
P42128,P42128,74.9
Q8CGU1,Q8CGU1,77.2
Q8K0S0,Q8K0S0,37.5
Q99MU3,Q99MU3,130.4
Q80YC5,Q80YC5,65.7
Q9EPQ2,Q9EPQ2,151.9
Q6PGB6,Q6PGB6,19.4
Q9JMC3,Q9JMC3,44.9
Q8K1N1,Q8K1N1,87.3
Q8R1G6,Q8R1G6,37.7
Q6NXJ0,Q6NXJ0,132.5
Q8C1Y8,Q8C1Y8,55.5
Q80WW9,Q80WW9,36
A2AG50,A2AG50,86
P63166,P63166,11.6
P45878,P45878,15.3
Q6ZPQ6,Q6ZPQ6,147.9
Q9D020,Q9D020,37.2
Q9D0L7,Q9D0L7,33.3
P43081,P43081,23
Q91V64,Q91V64,32
Q9JKX6,Q9JKX6,24
Q64092,Q64092,61.5
Q62283,Q62283,27.5
Q8VC03,Q8VC03,95.6
A2A6A1,A2A6A1,164.9
Q03141,Q03141,84.3
Q8CJF7,Q8CJF7,247.5
Q8R0J7,Q8R0J7,31
Q8CE96,Q8CE96,55.5
Q9WTJ4,Q9WTJ4,52.7
Q91V09,Q91V09,53.6
Q9D8X1,Q9D8X1,29
Q8R138,Q8R138,29.4
Q9DCD2,Q9DCD2,99.9
Q7TT45,Q7TT45,51.2
P51791,P51791,90.8
Q920Q4,Q920Q4,94.9
P52430,P52430,39.5
Q99J39,Q99J39,54.7
Q8R3B7,Q8R3B7,102.5
Q8BH35,Q8BH35,66.2
Q9DCE5,Q9DCE5,42.1
Q921K8,Q921K8,101.5
P57759,P57759,28.8
Q8R1N4,Q8R1N4,40.9
Q8BVG8,Q8BVG8,21.8
Q62082,Q62082,22.5
Q8BGT7,Q8BGT7,26.7
Q9CW46,Q9CW46,79.3
Q8CC21,Q8CC21,41.2
Q9ESV0,Q9ESV0,96.4
P59242,P59242,136.4
Q6ZQK5,Q6ZQK5,87.2
Q78JE5,Q78JE5,44.2
Q99JT1,Q99JT1,62.1
Q62086,Q62086,39.6
Q571E4,Q571E4,57.6
Q61362,Q61362,43.9
P35846,P35846,29.4
Q5RJ54,Q5RJ54,53.5
Q91ZM2,Q91ZM2,79.6
Q9JKN6,Q9JKN6,51.7
Q62172,Q62172,75
Q8VDP6,Q8VDP6,23.6
P60603,P60603,8.2
Q99KI3,Q99KI3,30
Q80T21,Q80T21,113.2
Q8VCN9,Q8VCN9,38.1
Q32M02,Q32M02,55
Q80ZS3,Q80ZS3,23.4
Q80SZ7,Q80SZ7,7.3
Q8K3C3,Q8K3C3,21.5
P16254,P16254,12.5
Q9JHK5,Q9JHK5,39.9
Q64008,Q64008,29.1
Q9D7P6,Q9D7P6,18.1
Q61466,Q61466,58.2
O09174,O09174,41.7
Q9JHI7,Q9JHI7,48.9
Q8K182,Q8K182,66
Q9WUZ9,Q9WUZ9,47.1
Q64337,Q64337,48.1
P48771,P48771,9.3
Q91YP0,Q91YP0,50.9
Q8CFE4,Q8CFE4,103.3
Q8CJH3,Q8CJH3,231.2
Q9JLQ0,Q9JLQ0,70.4
Q3TL44,Q3TL44,107.8
Q9QYI4,Q9QYI4,42
Q9ESK9,Q9ESK9,182.2
Q9JJR8,Q9JJR8,22.6
P98086,P98086,26
Q9QZ06,Q9QZ06,30.3
Q9DBY1,Q9DBY1,67.3
Q9CY34,Q9CY34,21.1
Q922H9,Q922H9,35.6
Q8CIM8,Q8CIM8,108.1
Q8K2Q9,Q8K2Q9,71.3
Q8K482,Q8K482,117.2
Q6PAJ1,Q6PAJ1,143
Q9BCZ4,Q9BCZ4,21.5
P06537,P06537,86
Q5SWT3,Q5SWT3,32.6
Q91YE8,Q91YE8,116.5
Q9CQ80,Q9CQ80,20.7
P02762,P02762,20.6
Q6AW69,Q6AW69,148.1
P62500,P62500,109.7
Q9CPZ6,Q9CPZ6,17.5
Q922R1,Q922R1,47.4
Q9EPQ8,Q9EPQ8,215.6
Q9R0M3,Q9R0M3,51.5
Q5KU39,Q5KU39,98.5
Q8R0H9,Q8R0H9,69.9
Q8CHU3,Q8CHU3,63.4
Q9QXC1,Q9QXC1,42.7
Q8VE33,Q8VE33,42.3
Q8C5W3,Q8C5W3,48
P08414,P08414,52.6
O70496,O70496,88.7
Q8VE99,Q8VE99,19.7
P21995,P21995,37
P33434,P33434,74.1
Q8VCD6,Q8VCD6,28.4
P09813,P09813,11.3
Q8BH55,Q8BH55,83
Q9JL26,Q9JL26,122
Q91VA6,Q91VA6,41.8
P98191,P98191,52.8
P63034,P63034,46.6
Q8K0H5,Q8K0H5,21.8
Q8BR92,Q8BR92,42.1
Q8R0G9,Q8R0G9,128.5
P50114,P50114,10.7
Q570Y9,Q570Y9,46.1
A2ARV4,A2ARV4,518.9
Q9Z1B5,Q9Z1B5,23.6
Q02111,Q02111,81.5
Q9D2H6,Q9D2H6,64.9
Q6P9J9,Q6P9J9,106.2
B2RUR8,B2RUR8,91.9
Q9DCJ9,Q9DCJ9,35.1
Q61908,Q61908,7.7
Q3U4G3,Q3U4G3,43.8
P25911,P25911,58.8
Q3UVK0,Q3UVK0,100.1
Q64338,Q64338,80.2
Q78IK2,Q78IK2,6.4
E9Q735,E9Q735,118.1
Q9QX60,Q9QX60,32.3
Q9CQE7,Q9CQE7,43.2
Q6ZPY7,Q6ZPY7,170.8
Q7TSH6,Q7TSH6,129
P83887,P83887,51.1
Q9EPB4,Q9EPB4,21.4
Q6Y5D8,Q6Y5D8,89.3
P70302,P70302,77.5
Q9DB16,Q9DB16,39.1
P29416,P29416,60.6
P16372,P16372,57.2
Q924A2,Q924A2,258
Q68EF0,Q68EF0,47.1
Q8C5N3,Q8C5N3,104.7
O55098,O55098,111.8
O08579,O08579,29.4
P83510,P83510,150.3
Q8BX09,Q8BX09,59.1
P62077,P62077,9.3
P01635,P01635,12.6
Q6PAK3,Q6PAK3,45.2
Q8CJ61,Q8CJ61,22.9
Q91VS7,Q91VS7,17.5
P49070,P49070,32.5
Q9D8L5,Q9D8L5,50
Q9CPT3,Q9CPT3,27.8
P70290,P70290,52.2
Q62470,Q62470,116.7
O55033,O55033,42.9
Q8BHD7,Q8BHD7,56.7
Q9CX60,Q9CX60,12.1
Q6ZQA6,Q6ZQA6,134.6
P23607,P23607,84.6
P22437,P22437,69
Q9Z2B9,Q9Z2B9,85.6
Q5XJV6,Q5XJV6,150.8
Q80ZM7,Q80ZM7,12.5
Q1RNF8,Q1RNF8,57.7
Q9CQC8,Q9CQC8,34.9
Q8BZR9,Q8BZR9,70
Q8CI71,Q8CI71,111.1
Q80UW2,Q80UW2,33.7
Q9Z2A7,Q9Z2A7,56.8
Q80U93,Q80U93,212.8
Q6PHZ8,Q6PHZ8,28.7
Q9EPW0,Q9EPW0,105.5
Q9DCJ1,Q9DCJ1,35.8
Q8BWB1,Q8BWB1,102.9
Q9D787,Q9D787,59
O09159,O09159,114.6
P97798,P97798,163.1
Q9WV18,Q9WV18,108.1
Q99KN2,Q99KN2,37.6
Q62313,Q62313,37.8
O70585,O70585,74.4
P60003,P60003,9.5
Q8K1J5,Q8K1J5,48.6
P70399,P70399,212.6
O55060,O55060,27.6
Q5DTT2,Q5DTT2,109.6
Q6RHR9,Q6RHR9,161.9
Q2PFD7,Q2PFD7,114.7
P07742,P07742,90.2
Q8BLY2,Q8BLY2,91.3
Q9ESD7,Q9ESD7,237.8
Q01063,Q01063,84.5
Q14BI2,Q14BI2,95.8
Q8C419,Q8C419,134.3
Q68EF6,Q68EF6,65.3
P58137,P58137,35.8
Q8JZR0,Q8JZR0,76.2
Q8BGR9,Q8BGR9,36.8
Q8R0F8,Q8R0F8,25.2
P59481,P59481,39.9
Q8CI03,Q8CI03,77
Q6P4S8,Q6P4S8,245
Q9DCP2,Q9DCP2,55.6
Q9R0Q4,Q9R0Q4,32.2
Q8BTU1,Q8BTU1,22.7
F8VPU2,F8VPU2,118.8
Q9WVH4,Q9WVH4,71
Q64739,Q64739,171.4
P30412,P30412,22.8
Q2TBE6,Q2TBE6,54.2
Q9JJT9,Q9JJT9,43.2
Q505B7,Q505B7,19.7
P28028,P28028,88.7
Q9JHW4,Q9JHW4,63.5
Q3V3Q7,Q3V3Q7,94.9
P70280,P70280,25
Q8JZN3,Q8JZN3,47.6
Q8BU31,Q8BU31,20.7
Q5SW19,Q5SW19,148
Q64310,Q64310,30.4
Q63850,Q63850,53.2
P70388,P70388,153.4
Q80US4,Q80US4,67.8
Q9CQW9,Q9CQW9,14.9
Q80TR8,Q80TR8,168.8
P97386,P97386,113
Q8R054,Q8R054,53.1
O35345,O35345,59.9
Q9DBY8,Q9DBY8,94.4
Q9DBR3,Q9DBR3,75.3
Q8R404,Q8R404,13.4
Q6PGH2,Q6PGH2,20
Q99LS3,Q99LS3,25.1
Q8C0D5,Q8C0D5,125.7
O35566,O35566,28.2
P08030,P08030,19.7
P18531,P18531,13.1
P01746,P01746,15.5
P52483,P52483,22.9
Q4PJX1,Q4PJX1,50
P0C8B4,P0C8B4,10.3
A8Y5H7,A8Y5H7,81.2
Q8C0Z1,Q8C0Z1,60.5
P97820,P97820,140.5
O88343,O88343,121.4
P51807,P51807,12.5
Q8K5B2,Q8K5B2,16.2
Q8BKU8,Q8BKU8,62.9
Q9JJC6,Q9JJC6,47.3
Q8VBY2,Q8VBY2,55.8
Q3UNZ8,Q3UNZ8,37.8
Q8R4R6,Q8R4R6,34.8
Q9JIG8,Q9JIG8,19.5
Q3TRM4,Q3TRM4,149.4
P67984,P67984,14.8
Q99LJ0,Q99LJ0,69.8
P29319,P29319,109.9
Q60996,Q60996,60.8
P55200,P55200,429.4
P59672,P59672,125.2
Q91VN6,Q91VN6,69.8
Q9JJI8,Q9JJI8,8.2
Q8K400,Q8K400,127.6
P70202,P70202,25.5
Q9WVG6,Q9WVG6,65.8
Q8CGA0,Q8CGA0,49.6
O70622,O70622,51.3
Q8C0G2,Q8C0G2,58.5
Q8K3Z9,Q8K3Z9,120.9
Q9CYH6,Q9CYH6,41.5
Q9D937,Q9D937,14.1
Q9WU81,Q9WU81,55
Q8C1D8,Q8C1D8,85.2
Q8C0D7,Q8C0D7,28.5
Q6P1J0,Q6P1J0,51.1
Q6P8M1,Q6P8M1,33.3
Q6NXN1,Q6NXN1,17
O08601,O08601,99
P56716,P56716,234.2
Q91YP2,Q91YP2,80.4
P70232,P70232,135
P63248,P63248,8
A2AAE1,A2AAE1,555
O09126,O09126,95.6
P19426,P19426,42.5
Q8K1C0,Q8K1C0,62.4
Q8K1X4,Q8K1X4,128.8
Q9R008,Q9R008,41.9
A2ALU4,A2ALU4,164.6
Q3UI43,Q3UI43,36.8
P56392,P56392,9
Q9Z2A9,Q9Z2A9,61.6
Q6PB93,Q6PB93,64.5
Q8BMQ2,Q8BMQ2,91.6
Q62018,Q62018,133.3
P01636,P01636,12
Q99N87,Q99N87,48.2
Q9JM63,Q9JM63,42.4
Q91YL3,Q91YL3,60.8
Q9D902,Q9D902,33
Q91WK5,Q91WK5,18.6
Q9CRC0,Q9CRC0,17.8
Q8BXN9,Q8BXN9,63.3
Q9QXE0,Q9QXE0,63.6
P70268,P70268,104.3
Q922L6,Q922L6,66.2
Q9CPR5,Q9CPR5,33.5
Q925B0,Q925B0,35.9
Q62511,Q62511,63.4
Q8BSE0,Q8BSE0,47
P34884,P34884,12.5
Q63829,Q63829,22
Q9DBD5,Q9DBD5,118
O35598,O35598,83.9
Q62230,Q62230,182.9
Q14C51,Q14C51,77.7
P49919,P49919,37.3
Q8BRK9,Q8BRK9,130.6
Q9DC28,Q9DC28,47.3
Q91WV0,Q91WV0,19.4
Q9D773,Q9D773,33.3
Q8BFS6,Q8BFS6,35.2
Q9ESG4,Q9ESG4,25.1
Q8VDI9,Q8VDI9,69.5
Q8VHL1,Q8VHL1,40.5
P47811,P47811,41.3
Q8JZX3,Q8JZX3,45.1
Q9CYK1,Q9CYK1,40.1
Q91ZS8,Q91ZS8,78
Q8N7N5,Q8N7N5,66
Q8BGY7,Q8BGY7,31.6
P06797,P06797,37.5
Q9D0C4,Q9D0C4,56.8
Q9CQ89,Q9CQ89,18.9
Q08091,Q08091,33.3
Q6ZQ29,Q6ZQ29,139.2
Q8BFR4,Q8BFR4,61.1
Q9CPQ3,Q9CPQ3,15.5
Q91WA3,Q91WA3,39.1
Q91WT4,Q91WT4,34.4
Q921W0,Q921W0,21.6
Q8K0S2,Q8K0S2,38.5
Q91YR9,Q91YR9,35.5
P56873,P56873,21.3
Q80YA3,Q80YA3,61.8
Q8BP27,Q8BP27,35.2
Q8VE65,Q8VE65,17.9
Q9Z1J3,Q9Z1J3,50.5
O08999,O08999,195.7
P27573,P27573,27.6
O35594,O35594,79.2
Q9EQZ7,Q9EQZ7,172.8
Q9D115,Q9D115,8.5
P24457,P24457,57
Q9CZX9,Q9CZX9,20.1
P00405,P00405,26
P62897,P62897,11.6
P60762,P60762,41.5
Q9QZH6,Q9QZH6,49.8
Q9Z1E4,Q9Z1E4,83.9
Q6ZQM8,Q6ZQM8,59.7
Q9QWK4,Q9QWK4,38.8
Q8K3W0,Q8K3W0,43.5
Q3UY34,Q3UY34,27.6
Q99J23,Q99J23,58.5
Q91VR8,Q91VR8,8.8
Q8BPS4,Q8BPS4,48.9
P03899,P03899,13.2
Q8R086,Q8R086,60.7
A2A791,A2A791,172.3
Q8R1S0,Q8R1S0,51.4
Q7TMC8,Q7TMC8,119.2
Q9CSV6,Q9CSV6,21.9
Q5SV85,Q5SV85,139.5
Q9CRD2,Q9CRD2,34.9
Q8BKS9,Q8BKS9,72.8
Q6PDK2,Q6PDK2,599.9
Q9D1Q4,Q9D1Q4,10.1
Q60936,Q60936,71.7
O08688,O08688,72.9
Q8R2T8,Q8R2T8,60.5
Q5F2E8,Q5F2E8,116
P33622,P33622,11
Q91W53,Q91W53,15.8
Q8R238,Q8R238,34.7
Q3V0C5,Q3V0C5,120.6
Q3UN02,Q3UN02,44.4
P63015,P63015,46.7
Q8CEC0,Q8CEC0,84.9
Q8BJW6,Q8BJW6,64.4
Q80W68,Q80W68,87.1
Q923B6,Q923B6,53
P19258,P19258,19.7
Q9D7A8,Q9D7A8,31.2
Q69ZS7,Q69ZS7,75.1
Q8K0L9,Q8K0L9,81
P21845,P21845,30.9
Q8BLV3,Q8BLV3,80.2
Q06138,Q06138,39.8
Q91X52,Q91X52,25.7
O09164,O09164,27.4
P23591,P23591,35.9
Q8K4P0,Q8K4P0,145.2
Q9CQA1,Q9CQA1,20.8
O88508,O88508,101.6
Q8HW98,Q8HW98,36.7
Q4QQM4,Q4QQM4,20.9
Q9CQZ6,Q9CQZ6,11.7
Q3MI48,Q3MI48,36.1
Q9D7V9,Q9D7V9,40.1
Q80Y56,Q80Y56,88.4
Q9D906,Q9D906,77.5
Q91YT7,Q91YT7,62.2
Q9QUN9,Q9QUN9,38.4
Q69Z98,Q69Z98,81.7
Q91VH6,Q91VH6,33.7
O35730,O35730,42.6
O09172,O09172,30.5
P52196,P52196,33.4
O55106,O55106,85.9
Q9EQC5,Q9EQC5,89.1
O54782,O54782,115.5
Q8VC52,Q8VC52,22.4
Q9ER58,Q9ER58,46.8
O08914,O08914,63.2
O54890,O54890,86.7
Q640N2,Q640N2,48.1
Q8BRH0,Q8BRH0,104.1
Q8R180,Q8R180,54.1
P06328,P06328,12.9
Q8JZV7,Q8JZV7,43.5
Q80ZK0,Q80ZK0,18.7
Q62011,Q62011,18.2
Q8K1A5,Q8K1A5,32.4
Q8R2M2,Q8R2M2,84.2
Q9CPW4,Q9CPW4,16.3
Q8BWU8,Q8BWU8,55.5
Q61239,Q61239,44
P35385,P35385,18.6
Q8VDS8,Q8VDS8,38.4
Q78PG9,Q78PG9,24.5
P70353,P70353,37.2
Q62059,Q62059,366.6
Q8BWQ6,Q8BWQ6,109
Q8BTF8,Q8BTF8,32.4
Q5U4C3,Q5U4C3,133.8
Q8C5L3,Q8C5L3,59.7
Q8BPB0,Q8BPB0,25.1
P70180,P70180,59.8
Q8K224,Q8K224,115.3
P47867,P47867,53.3
Q9CR59,Q9CR59,25.8
Q922H4,Q922H4,46.2
Q149F1,Q149F1,61.5
Q9Z0L0,Q9Z0L0,46.4
Q8BVF2,Q8BVF2,27.6
Q8VDG3,Q8VDG3,71.5
Q80UG2,Q80UG2,212.4
Q61823,Q61823,51.7
Q9JLH8,Q9JLH8,39.2
Q8C7M3,Q8C7M3,90.8
Q8K394,Q8K394,125.7
Q8BJI1,Q8BJI1,81
P01631,P01631,12.3
Q7TMS5,Q7TMS5,72.9
Q9JI39,Q9JI39,77.1
Q76LS9,Q76LS9,51.2
P22935,P22935,15.7
P56528,P56528,34.4
P97863,P97863,63.5
Q9QZS3,Q9QZS3,70.8
Q7TN29,Q7TN29,46.5
Q9JIM1,Q9JIM1,50.2
P59108,P59108,61
Q922H2,Q922H2,47.9
Q8BHA3,Q8BHA3,18.2
P15379,P15379,85.6
P97328,P97328,32.7
Q60963,Q60963,49.2
Q8BT51,Q8BT51,10.1
Q80UP8,Q80UP8,70.8
Q9Z2V5,Q9Z2V5,125.7
Q9CZX0,Q9CZX0,62.3
Q3UMC0,Q3UMC0,97.2
Q6Q783,Q6Q783,53.1
P08101,P08101,36.7
Q8CI33,Q8CI33,60.2
Q9D0D5,Q9D0D5,49.6
Q9CY50,Q9CY50,32
Q69ZQ2,Q69ZQ2,33
Q9CQ56,Q9CQ56,30.6
Q9CXV9,Q9CXV9,27.6
Q9CXL3,Q9CXL3,22.2
Q99N95,Q99N95,39.1
Q8K2C7,Q8K2C7,76.1
P58710,P58710,50.4
Q9JI08,Q9JI08,29.6
Q3TCJ1,Q3TCJ1,46.9
Q64282,Q64282,53.7
O55047,O55047,82.2
Q9DBL7,Q9DBL7,62
D3Z6Q9,D3Z6Q9,52.5
Q8CE50,Q8CE50,49.5
Q3TVA9,Q3TVA9,131.8
B9EKI3,B9EKI3,121.7
Q9CYW4,Q9CYW4,28
Q8R3H7,Q8R3H7,41.8
B1AZP2,B1AZP2,108
Q63739,Q63739,19.8
O70494,O70494,82.3
Q9CQ45,Q9CQ45,18.9
Q923S9,Q923S9,23
O08989,O08989,23.9
Q8BVP5,Q8BVP5,47.6
Q9CQ02,Q9CQ02,21.8
Q9D880,Q9D880,39.8
Q9EP64,Q9EP64,37
Q2VLH6,Q2VLH6,120.8
P12660,P12660,13
Q9D142,Q9D142,24.4
Q9R112,Q9R112,50.3
Q8BYN5,Q8BYN5,56.9
Q8CAK3,Q8CAK3,33
Q3UH66,Q3UH66,227.4
Q924H7,Q924H7,70.6
Q8BH86,Q8BH86,66.3
Q8C838,Q8C838,18.7
P56671,P56671,48.7
Q3UTY6,Q3UTY6,113.2
Q8K3A9,Q8K3A9,72
Q8R555,Q8R555,70.3
O70404,O70404,11.4
Q99N89,Q99N89,20.2
Q8VBT9,Q8VBT9,59.8
Q3TZM9,Q3TZM9,55.2
Q9CQV6,Q9CQV6,14.6
Q61142,Q61142,29.6
Q9JKY0,Q9JKY0,33.6
Q8K2I4,Q8K2I4,100.8
Q9QZ73,Q9QZ73,30.1
Q8K479,Q8K479,25.4
Q9JHS3,Q9JHS3,13.5
Q02789,Q02789,213.1
Q6NT99,Q6NT99,16.6
P01642,P01642,12.6
Q9DC63,Q9DC63,55.2
Q5SVQ0,Q5SVQ0,70.6
Q9D9Z5,Q9D9Z5,11.7
Q9D820,Q9D820,18.9
O88845,O88845,73.6
Q9CWE0,Q9CWE0,31.7
P70460,P70460,39.6
Q6PEE2,Q6PEE2,67.8
Q9WVB0,Q9WVB0,21.8
Q922J9,Q922J9,59.4
O88502,O88502,93.1
Q921L3,Q921L3,21.2
Q8K009,Q8K009,101.5
O88967,O88967,80
Q9QZD4,Q9QZD4,103.6
Q9D4H1,Q9D4H1,103.9
Q8VC42,Q8VC42,74.9
Q9CWS4,Q9CWS4,67.8
Q61097,Q61097,96.7
Q924T2,Q924T2,32.3
P39876,P39876,24.2
Q9R269,Q9R269,203.9
Q9CXT7,Q9CXT7,30.3
P20491,P20491,9.6
Q5XG73,Q5XG73,56.6
P40240,P40240,25.2
Q8K296,Q8K296,133.8
P29533,P29533,81.3
Q9QY06,Q9QY06,238.7
Q9Z1B8,Q9Z1B8,61.1
Q6PGF3,Q6PGF3,91.7
Q8VDK1,Q8VDK1,35.7
Q8BHZ0,Q8BHZ0,37.3
Q8K039,Q8K039,17.5
O88428,O88428,70.3
Q6A078,Q6A078,288.9
Q8CGC6,Q8CGC6,84.2
Q8BXR9,Q8BXR9,108.9
Q08509,Q08509,91.7
Q62426,Q62426,11
P98078,P98078,82.3
P62309,P62309,8.5
Q9QYH6,Q9QYH6,85.6
Q8VCM3,Q8VCM3,26
Q91VC9,Q91VC9,37.3
Q9D7X8,Q9D7X8,21.2
Q3TGF2,Q3TGF2,15.6
E9Q4N7,E9Q4N7,237.6
Q8R3Q2,Q8R3Q2,100.4
Q9JJY3,Q9JJY3,71.2
Q9R045,Q9R045,57.1
Q6VH22,Q6VH22,197.4
P11680,P11680,50.3
Q9D4H2,Q9D4H2,87.6
Q00262,Q00262,33.2
Q8VCT4,Q8VCT4,61.7
Q9Z0R9,Q9Z0R9,52.4
Q61578,Q61578,54.2
Q3UJD6,Q3UJD6,150.5
Q8BHF7,Q8BHF7,62.5
Q8R3E3,Q8R3E3,48.7
Q9JM51,Q9JM51,17.3
Q50H33,Q50H33,52.7
P17665,P17665,7.3
Q7TN99,Q7TN99,78.3
P56379,P56379,6.7
Q00420,Q00420,41.3
Q3TWF6,Q3TWF6,73.1
Q8BM72,Q8BM72,51.7
Q80YA8,Q80YA8,134.7
Q8R3I3,Q8R3I3,73
Q9WTL4,Q9WTL4,144.8
Q8CI85,Q8CI85,39.7
Q80ZJ1,Q80ZJ1,20.6
E9PYL2,E9PYL2,211.7
Q8CJ67,Q8CJ67,62.5
O54949,O54949,58.3
Q8BVL3,Q8BVL3,52.8
Q3U0L2,Q3U0L2,53.2
Q80U35,Q80U35,221.5
P35288,P35288,26.7
Q9D1Q1,Q9D1Q1,19.1
Q9Z100,Q9Z100,80.9
Q9CWP6,Q9CWP6,59.8
Q9D6L8,Q9D6L8,18.1
Q61214,Q61214,85.4
Q8BK08,Q8BK08,21.3
B2RUJ5,B2RUJ5,92.9
Q80TS3,Q80TS3,171
P01750,P01750,12.9
Q6DID3,Q6DID3,139.5
Q9DCT5,Q9DCT5,23.1
P24638,P24638,48.5
Q8VDD8,Q8VDD8,51.6
Q99LG4,Q99LG4,48.8
Q8CEC6,Q8CEC6,73.3
Q8BZQ2,Q8BZQ2,55.4
O09111,O09111,17.4
Q71RI9,Q71RI9,51.1
Q09XV5,Q09XV5,290.7
Q8BTH8,Q8BTH8,52.7
P62482,P62482,41
Q9JJG0,Q9JJG0,124.1
P84102,P84102,6.9
Q8BYM5,Q8BYM5,91.1
Q8CH72,Q8CH72,72
Q62036,Q62036,120.2
Q9CQS4,Q9CQS4,46.2
Q9R118,Q9R118,51.2
Q9QY93,Q9QY93,18.8
Q9CQJ4,Q9CQJ4,37.6
Q8C3X8,Q8C3X8,79.9
Q8VE18,Q8VE18,109.6
Q9EQG9,Q9EQG9,71.1
Q923G2,Q923G2,17.1
Q6IQX8,Q6IQX8,77.7
Q9JLV6,Q9JLV6,57.2
Q8K409,Q8K409,38.3
P06800,P06800,144.7
Q5SYH2,Q5SYH2,23.1
B1AZA5,B1AZA5,97.3
Q80VR3,Q80VR3,35.8
Q9CRY7,Q9CRY7,35.8
Q8BXK9,Q8BXK9,28.3
Q9Z2S7,Q9Z2S7,15.2
Q8K2Y7,Q8K2Y7,29.7
O55242,O55242,25.2
Q8R4Y4,Q8R4Y4,276.1
P0DN34,P0DN34,7
C0HKG5,C0HKG5,29.6
Q9D7B7,Q9D7B7,24.1
Q91WF7,Q91WF7,103.4
Q3UMB5,Q3UMB5,104.9
Q9CRC8,Q9CRC8,68
Q6P5B0,Q6P5B0,143
Q8BPG6,Q8BPG6,34.7
D3YZV8,D3YZV8,73.9
Q8JZL3,Q8JZL3,24.2
P31649,P31649,68.2
P16675,P16675,53.8
Q9D1L0,Q9D1L0,15.7
Q9CQY2,Q9CQY2,14.5
P30677,P30677,41.5
Q8CIX8,Q8CIX8,62.1
Q5XJE5,Q5XJE5,75.6
Q9JKK0,Q9JKK0,27.1
Q00724,Q00724,23.2
Q921N8,Q921N8,36.7
Q9CXU0,Q9CXU0,15.7
Q99MJ9,Q99MJ9,82.1
Q9D032,Q9D032,40.4
Q00558,Q00558,40.5
Q8C8N2,Q8C8N2,70.2
Q8BH15,Q8BH15,81.8
Q4LDD4,Q4LDD4,162.2
O35646,O35646,74.5
Q91WL8,Q91WL8,46.5
O09161,O09161,48.1
Q9EP75,Q9EP75,59.8
Q99M07,Q99M07,8.4
Q9Z2C5,Q9Z2C5,69.5
P59913,P59913,40.7
Q9D753,Q9D753,29.9
Q9R0P6,Q9R0P6,20.6
Q8C4J7,Q8C4J7,88.2
Q9CWG8,Q9CWG8,48.4
Q8C079,Q8C079,95.5
P15920,P15920,98.1
Q3V1T4,Q3V1T4,83.6
Q9Z0M5,Q9Z0M5,45.3
Q9D7M1,Q9D7M1,26.8
Q8R344,Q8R344,18.9
Q9CYD3,Q9CYD3,46.1
Q9R087,Q9R087,63
Q08024,Q08024,22
P08071,P08071,77.8
P27870,P27870,98.1
Q9CU65,Q9CU65,154.5
Q69ZS6,Q69ZS6,82.2
Q641P0,Q641P0,47.5
Q8CIB6,Q8CIB6,13.2
Q4PZA2,Q4PZA2,87
P22723,P22723,55.1
Q60648,Q60648,20.8
P15306,P15306,61.8
O35648,O35648,19.5
Q9CXJ4,Q9CXJ4,78
Q8K2C6,Q8K2C6,34.1
Q8C6B9,Q8C6B9,16
Q9Z2Y3,Q9Z2Y3,41.4
P05367,P05367,13.6
P09925,P09925,34.8
A6H6E2,A6H6E2,105.1
Q9CQC9,Q9CQC9,22.4
Q9QZC7,Q9QZC7,24.6
Q9CQN7,Q9CQN7,15.3
Q8BU25,Q8BU25,80.3
Q99MR0,Q99MR0,46.9
O35963,O35963,25.8
